questionKey,examId,examKind,examTitle,examShortLabel,category,series,questionNumber,sectionTitle,sectionMaterialText,promptRaw,promptDisplay,answerText,answerType,choiceOptionsText,uiMode,questionFormat,hasBlank,hasUnderline,promptMissing,requiresImageReference,imageReferences,questionImage,surfaceMode,sourceFormat,sourceFile,answerKeyFile,parseStatus,parseIssues
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf::Q19,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf,midterm,WW Prime L6 Final Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,19,Read the passage and answer the questions.,"Waterslide Tester
If you like waterslides, this might be the job for you. You get to travel to water parks around the
world and try out their newest slides. The job sounds easy and fun, but testers are also checking
for safety. So, this job can be dangerous, too. You also need to have social media skills. After each
test, you must post your opinion about the slide on social media. To get this job, you must love",What is NOT true according to the passage?,What is NOT true according to the passage?,b,multiple_choice_latin,a | b | c,,선택형/Read the passage and answer the questions.,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Final Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Final Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf::Q20,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf,midterm,WW Prime L6 Final Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,20,Read the passage and answer the questions.,"Waterslide Tester
If you like waterslides, this might be the job for you. You get to travel to water parks around the
world and try out their newest slides. The job sounds easy and fun, but testers are also checking
for safety. So, this job can be dangerous, too. You also need to have social media skills. After each
test, you must post your opinion about the slide on social media. To get this job, you must love",What is the best word for the blank?,What is the best word for the blank?,c,multiple_choice_latin,a | b | c,,선택형/Read the passage and answer the questions.,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-final-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Final Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Final Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q1,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,1,Choose and write the best words for the blanks.,fascinating roll directions entertained records exhibitions talents fabric,"First, I buy a __________ of film and put it into the camera.","First, I buy a __________ of film and put it into the camera.",roll,short_text,,,서답형/빈칸/Choose and write the best words for the blanks.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q2,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,2,Choose and write the best words for the blanks.,fascinating roll directions entertained records exhibitions talents fabric,The app then gives you __________ to your first location.,The app then gives you __________ to your first location.,directions,short_text,,,서답형/빈칸/Choose and write the best words for the blanks.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q3,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,3,Choose and write the best words for the blanks.,fascinating roll directions entertained records exhibitions talents fabric,I love living in Melbourne because you can meet so many __________ people.,I love living in Melbourne because you can meet so many __________ people.,fascinating,short_text,,,서답형/빈칸/Choose and write the best words for the blanks.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q4,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,4,Choose and write the best words for the blanks.,fascinating roll directions entertained records exhibitions talents fabric,I decorate the pictures with stickers or __________.,I decorate the pictures with stickers or __________.,fabric,short_text,,,서답형/빈칸/Choose and write the best words for the blanks.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q5,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,5,Choose and write the best words for the blanks.,fascinating roll directions entertained records exhibitions talents fabric,The app __________ your time.,The app __________ your time.,records,short_text,,,서답형/빈칸/Choose and write the best words for the blanks.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q6,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,6,Choose and write the best words for the blanks.,fascinating roll directions entertained records exhibitions talents fabric,There are lots of fantastic __________ and activities for people of all ages in the museum.,There are lots of fantastic __________ and activities for people of all ages in the museum.,exhibitions,short_text,,,서답형/빈칸/Choose and write the best words for the blanks.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q7,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,7,Choose and write the best words for the blanks.,fascinating roll directions entertained records exhibitions talents fabric,Some might show videos of their pets' special __________.,Some might show videos of their pets' special __________.,talents,short_text,,,서답형/빈칸/Choose and write the best words for the blanks.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q8,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,8,Choose and write the best words for the blanks.,fascinating roll directions entertained records exhibitions talents fabric,TV programs and movies have always __________ us.,TV programs and movies have always __________ us.,entertained,short_text,,,서답형/빈칸/Choose and write the best words for the blanks.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q9,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,9,Choose and write.,,"In those days, TV programs were _________ only at certain times. (broadcast / broadcasting)","In those days, TV programs were _________ only at certain times. (broadcast / broadcasting)",broadcast,multiple_choice_word,broadcast | broadcasting,,선택형/빈칸/Choose and write.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q10,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,10,Choose and write.,,You don't have _________ a lot of money to have fun. (spend / to spend),You don't have _________ a lot of money to have fun. (spend / to spend),to spend,multiple_choice_word,spend | to spend,,선택형/빈칸/Choose and write.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q11,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,11,Correct the underlined parts and rewrite the sentences.,,"When the film is finishing, I carefully take it out of the camera. Rewrite the sentence correctly.","When the film is finishing, I carefully take it out of the camera. Rewrite the sentence correctly.","When the film is finished, I carefully take it out of the camera.",short_text,,rewrite,서답형/rewrite/Correct the underlined parts and rewrite the sentences.,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q12,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,12,Correct the underlined parts and rewrite the sentences.,,I might even just to take a selfie when I don't have anything else to take pictures of. Rewrite the sentence correctly.,I might even just to take a selfie when I don't have anything else to take pictures of. Rewrite the sentence correctly.,I might even just take a selfie when I don't have anything else to take pictures of.,short_text,,rewrite,서답형/rewrite/Correct the underlined parts and rewrite the sentences.,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q13,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,13,기본 문항,,Read and choose the correct order of the paragraphs.,Read and choose the correct order of the paragraphs.,c,multiple_choice_latin,a | b | c,,선택형,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q14,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,14,Read the passage and answer the questions.,"New York is an exciting city. There is so much to do! The city can be expensive, but you don’t have to
spend a lot of money to have fun. In fact, you can do some things for free. For example, you can enjoy
New York Bay on the Staten Island Ferry. The tour takes you around the bay, so you can see the Statue
of Liberty and the island of Manhattan as well as all its famous skyscrapers. You can also visit Central
Park, a massive green space in the middle of Manhattan. At nearly 350 hectares, it is larger than two",What is the main idea of the passage?,What is the main idea of the passage?,c,multiple_choice_latin,a | b | c,,선택형/Read the passage and answer the questions.,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q15,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,15,Read the passage and answer the questions.,"New York is an exciting city. There is so much to do! The city can be expensive, but you don’t have to
spend a lot of money to have fun. In fact, you can do some things for free. For example, you can enjoy
New York Bay on the Staten Island Ferry. The tour takes you around the bay, so you can see the Statue
of Liberty and the island of Manhattan as well as all its famous skyscrapers. You can also visit Central
Park, a massive green space in the middle of Manhattan. At nearly 350 hectares, it is larger than two",Which is NOT true according to the passage?,Which is NOT true according to the passage?,b,multiple_choice_latin,a | b | c,,선택형/Read the passage and answer the questions.,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q16,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,16,기본 문항,,"What should you do after seeing all the sights in New York? You should __________ the __________, like cheap and tasty bagels.","What should you do after seeing all the sights in New York? You should __________ the __________, like cheap and tasty bagels.","try, food",short_text,,,서답형/빈칸,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q17,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,17,Read the passage and answer the questions.,,Which does NOT refer to the same thing?,Which does NOT refer to the same thing?,a,multiple_choice_latin,a | b | c,,선택형/Read the passage and answer the questions.,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q18,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,18,Read the passage and answer the questions.,,What are the two things you can do in Barcelona? You can __________ at the beach or __________ __________ the city all day.,What are the two things you can do in Barcelona? You can __________ at the beach or __________ __________ the city all day.,"swim, walk, around",short_text,,,서답형/빈칸/Read the passage and answer the questions.,True,True,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf::Q19,reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf,midterm,WW Prime L6 Midterm Test,WW Prime_6_Midterm_Test_Final_T...,Reading,WW Prime_6_Midterm_Test_Final_Test,19,Read the passage and answer the questions.,,What is the best word for the blank?,What is the best word for the blank?,b,multiple_choice_latin,a | b | c,,선택형/Read the passage and answer the questions.,False,False,False,False,assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-1.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-2.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-3.png | assets/exam-previews/reading-ww-prime-6-midterm-test-final-test-ww-prime-l6-midterm-test-pdf/page-4.png,,text_only,pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test.pdf,Reading/WW Prime_6_Midterm_Test_Final_Test/WW_Prime_L6_Midterm Test_Answer Key.pdf,good,
